  nu       n         k        t       tcal
       2104.8155       1.3673848     0.010971553       1.0487332       1.0487331
       2105.0566       1.3673596     0.011020502       1.0486342       1.0486341
       2105.2977       1.3673471     0.011018700       1.0486414       1.0486413
       2105.5388       1.3673548     0.011039757       1.0486004       1.0486003
       2105.7799       1.3673545     0.011087335       1.0485038       1.0485037
       2106.0210       1.3673386     0.011118914       1.0484410       1.0484409
       2106.2621       1.3673341     0.011107831       1.0484676       1.0484675
       2106.5032       1.3673569     0.011108040       1.0484700       1.0484699
       2106.7443       1.3673902     0.011146120       1.0483927       1.0483926
       2106.9854       1.3673898     0.011246551       1.0481851       1.0481851
       2107.2265       1.3673560     0.011283976       1.0481103       1.0481102
       2107.4676       1.3673357     0.011282194       1.0481176       1.0481175
       2107.7087       1.3673239     0.011303338       1.0480765       1.0480765
       2107.9498       1.3673228     0.011287608       1.0481127       1.0481127
       2108.1909       1.3673390     0.011299329       1.0480910       1.0480909
       2108.4320       1.3673528     0.011327154       1.0480355       1.0480354
       2108.6731       1.3673612     0.011353864       1.0479824       1.0479823
       2108.9142       1.3673725     0.011373649       1.0479438       1.0479437
       2109.1553       1.3673863     0.011409491       1.0478714       1.0478714
       2109.3964       1.3673752     0.011477684       1.0477315       1.0477314
       2109.6375       1.3673573     0.011468960       1.0477532       1.0477531
       2109.8786       1.3673748     0.011450770       1.0477942       1.0477941
       2110.1197       1.3674067     0.011482992       1.0477291       1.0477290
       2110.3608       1.3674378     0.011518654       1.0476567       1.0476566
       2110.6019       1.3674468     0.011614180       1.0474589       1.0474588
       2110.8430       1.3674148     0.011683609       1.0473166       1.0473166
       2111.0841       1.3673811     0.011686463       1.0473142       1.0473141
       2111.3252       1.3673802     0.011670693       1.0473504       1.0473503
       2111.5664       1.3673939     0.011701854       1.0472877       1.0472876
       2111.8075       1.3673917     0.011749198       1.0471912       1.0471912
       2112.0486       1.3673834     0.011766750       1.0471575       1.0471574
       2112.2897       1.3673881     0.011779603       1.0471334       1.0471333
       2112.5308       1.3673901     0.011826883       1.0470369       1.0470368
       2112.7719       1.3673704     0.011869738       1.0469501       1.0469501
       2113.0130       1.3673603     0.011851729       1.0469911       1.0469910
       2113.2541       1.3673780     0.011856430       1.0469839       1.0469838
       2113.4952       1.3673967     0.011896660       1.0469019       1.0469018
       2113.7363       1.3673994     0.011947325       1.0467983       1.0467982
       2113.9774       1.3673926     0.011983154       1.0467260       1.0467259
       2114.2185       1.3673802     0.012022457       1.0466464       1.0466464
       2114.4596       1.3673604     0.012050350       1.0465910       1.0465909
       2114.7007       1.3673410     0.012061046       1.0465717       1.0465716
       2114.9418       1.3673216     0.012066009       1.0465645       1.0465644
       2115.1829       1.3673367     0.012000812       1.0467043       1.0467042
       2115.4240       1.3674087     0.011986707       1.0467356       1.0467355
       2115.6651       1.3674609     0.012105612       1.0464874       1.0464873
       2115.9062       1.3674440     0.012215895       1.0462585       1.0462584
       2116.1473       1.3674000     0.012250805       1.0461886       1.0461886
       2116.3884       1.3673872     0.012225914       1.0462440       1.0462440
       2116.6295       1.3673990     0.012259209       1.0461766       1.0461765
       2116.8706       1.3673848     0.012324757       1.0460417       1.0460416
       2117.1117       1.3673646     0.012319380       1.0460562       1.0460561
       2117.3528       1.3673688     0.012321812       1.0460537       1.0460537
       2117.5939       1.3673778     0.012348231       1.0460008       1.0460007
       2117.8350       1.3673865     0.012368925       1.0459598       1.0459597
       2118.0761       1.3673989     0.012398733       1.0458996       1.0458995
       2118.3172       1.3674101     0.012439981       1.0458153       1.0458152
       2118.5583       1.3674066     0.012503070       1.0456853       1.0456852
       2118.7994       1.3673858     0.012546847       1.0455962       1.0455961
       2119.0405       1.3673682     0.012562000       1.0455673       1.0455672
       2119.2816       1.3673707     0.012571264       1.0455505       1.0455504
       2119.5227       1.3673567     0.012652683       1.0453820       1.0453819
       2119.7638       1.3673059     0.012681809       1.0453242       1.0453241
       2120.0049       1.3672945     0.012606591       1.0454855       1.0454854
       2120.2460       1.3673243     0.012624756       1.0454494       1.0454493
       2120.4871       1.3673340     0.012671647       1.0453531       1.0453530
       2120.7282       1.3673365     0.012685455       1.0453266       1.0453265
       2120.9693       1.3673502     0.012706016       1.0452857       1.0452856
       2121.2104       1.3673665     0.012748254       1.0451990       1.0451989
       2121.4515       1.3673550     0.012832973       1.0450234       1.0450233
       2121.6926       1.3673168     0.012864222       1.0449608       1.0449607
       2121.9337       1.3672957     0.012848501       1.0449969       1.0449968
       2122.1748       1.3672946     0.012854308       1.0449873       1.0449872
       2122.4159       1.3673045     0.012853169       1.0449921       1.0449920
       2122.6570       1.3673238     0.012873638       1.0449512       1.0449511
       2122.8981       1.3673421     0.012907804       1.0448814       1.0448813
       2123.1392       1.3673512     0.012959158       1.0447755       1.0447755
       2123.3803       1.3673465     0.013008333       1.0446745       1.0446744
       2123.6214       1.3673478     0.013031202       1.0446288       1.0446287
       2123.8625       1.3673300     0.013123819       1.0444364       1.0444363
       2124.1036       1.3672776     0.013155110       1.0443739       1.0443738
       2124.3447       1.3672615     0.013098258       1.0444965       1.0444964
       2124.5858       1.3672824     0.013119794       1.0444532       1.0444531
       2124.8269       1.3672839     0.013177979       1.0443330       1.0443329
       2125.0680       1.3672461     0.013237625       1.0442104       1.0442103
       2125.3091       1.3672172     0.013185453       1.0443234       1.0443233
       2125.5502       1.3672544     0.013131588       1.0444388       1.0444387
       2125.7913       1.3673020     0.013199603       1.0442969       1.0442968
       2126.0324       1.3673077     0.013273658       1.0441430       1.0441430
       2126.2735       1.3672911     0.013319398       1.0440493       1.0440492
       2126.5146       1.3672749     0.013336637       1.0440156       1.0440155
       2126.7557       1.3672889     0.013322850       1.0440469       1.0440468
       2126.9968       1.3673020     0.013403622       1.0438786       1.0438785
       2127.2379       1.3672727     0.013465377       1.0437512       1.0437511
       2127.4790       1.3672621     0.013432426       1.0438233       1.0438232
       2127.7201       1.3672784     0.013473268       1.0437392       1.0437391
       2127.9612       1.3672775     0.013526775       1.0436287       1.0436286
       2128.2023       1.3672678     0.013563266       1.0435542       1.0435541
       2128.4435       1.3672611     0.013598583       1.0434821       1.0434820
       2128.6846       1.3672478     0.013654437       1.0433668       1.0433667
       2128.9257       1.3672029     0.013724209       1.0432226       1.0432225
       2129.1668       1.3671541     0.013704094       1.0432683       1.0432682
       2129.4079       1.3671487     0.013664262       1.0433548       1.0433547
       2129.6490       1.3671698     0.013673132       1.0433379       1.0433379
       2129.8901       1.3671822     0.013718477       1.0432443       1.0432442
       2130.1312       1.3671724     0.013769692       1.0431386       1.0431385
       2130.3723       1.3671489     0.013795990       1.0430857       1.0430856
       2130.6134       1.3671327     0.013792649       1.0430953       1.0430952
       2130.8545       1.3671542     0.013761688       1.0431626       1.0431625
       2131.0956       1.3671854     0.013828429       1.0430233       1.0430232
       2131.3367       1.3671671     0.013921733       1.0428288       1.0428287
       2131.5778       1.3671326     0.013926491       1.0428216       1.0428215
       2131.8189       1.3671219     0.013927629       1.0428216       1.0428215
       2132.0600       1.3671317     0.013929722       1.0428192       1.0428191
       2132.3011       1.3671415     0.013979540       1.0427159       1.0427158
       2132.5422       1.3671393     0.014019224       1.0426343       1.0426342
       2132.7833       1.3671250     0.014077182       1.0425142       1.0425142
       2133.0244       1.3670861     0.014127390       1.0424110       1.0424109
